环境温度(℃),27.0
落锤高度(cm),0.5
锤头质量(kg),5140.0
Am(g),8.52
Vo(m/s),1.064
Dm(mm),27.02
Fm(kN),239.99
Wm(J),2137.0
Wa(J),1053.0
Kp(kN/m),8254.9
Ke(kN/m),5854.7
C(N·s/m),24873.35
SF,0.493
η,0.085
