环境温度(℃),27.0
落锤高度(cm),0.5
锤头质量(kg),5140.0
Am(g),3.51
Vo(m/s),0.635
Dm(mm),10.96
Fm(kN),113.73
Wm(J),794.0
Wa(J),349.0
Kp(kN/m),9913.7
Ke(kN/m),13234.5
C(N·s/m),38276.9
SF,0.44
η,0.12
